Environment created
Processing GCA_002214365@Thermococcus_celer_Vu_13


Calculating de novo conservation...
Species GCA_002214465@Thermococcus_barossii_SHCK_94: 33 matches
Species GCA_000151105@Thermococcus_barophilus_MP: 17 matches
Species GCA_002214485@Thermococcus_pacificus_P4: 31 matches
Species GCA_000211475@Pyrococcus_sp_NA2: 13 matches
Species GCA_002214545@Thermococcus_thioreducens_OGL_20P: 45 matches
Species GCA_006274605@Thermococcus_indicus_IOH1: 44 matches
Species GCA_000195935@Pyrococcus_abyssi_GE5: 14 matches
Species GCA_000151205@Thermococcus_sp_AM4: 76 matches
Species GCA_002214565@Thermococcus_radiotolerans_EJ2: 32 matches
Species GCA_000275605@Pyrococcus_furiosus_COM1: 16 matches
Species GCA_000816105@Thermococcus_guaymasensis_DSM_11113: 46 matches
Species GCA_000263735@Pyrococcus_sp_ST04: 16 matches
Species GCA_002214385@Thermococcus_gorgonarius_W_12: 45 matches
Species GCA_000022545@Thermococcus_sibiricus_MM_739: 10 matches
Species GCA_000246985@Thermococcus_litoralis_DSM_5473: 13 matches
Species GCA_000769655@Thermococcus_eurythermalis_A501: 37 matches
Species GCA_001592435@Thermococcus_peptonophilus_OG_1: 37 matches
Species GCA_000215995@Pyrococcus_yayanosii_CH1: 16 matches
Species GCA_000018365@Thermococcus_onnurineus_NA1: 31 matches
Species GCA_000007305@Pyrococcus_furiosus_DSM_3638: 16 matches
Species GCA_001647085@Thermococcus_piezophilus_CDGS: 23 matches
Species GCA_000517445@Thermococcus_paralvinellae_ES1: 18 matches
Species GCA_001433455@Thermococcus_barophilus_CH5: 19 matches
Species GCA_000585495@Thermococcus_nautili_30_1: 50 matches
Species GCA_002214605@Thermococcus_chitonophagus: 18 matches
Species GCA_000022365@Thermococcus_gammatolerans_EJ3: 66 matches
Species GCA_035621495@Thermococcus_sp_SY098: 18 matches
Species GCA_028471785@Thermococcus_kodakarensis_TS900: 60 matches
Species GCA_902813195@Thermococcus_sp_2319x1_Essen: 8 matches
Species GCA_024707485@Thermococcus_sp_813A4: 39 matches
Species GCA_900012635@Thermococcus_chitonophagus_isolate_1: 18 matches
Species Palaeococcus_helgesoni_DSM_15127: 9 matches
Species GCA_020386975@Thermococcus_bergensis_T7324: 14 matches
Species GCA_900198835@Thermococcus_henrietii_EXT12c: 42 matches
Species Pyrococcus_endeavori_ES4: 15 matches
Species Pyrococcus_sp_GE_23: 16 matches
Species Pyrococcus_abyssi_GE2: 16 matches
Species Thermococcus_aegaeus_DSM_12767: 10 matches
Species Pyrococcus_sp_EXT_15c: 15 matches
Species Pyrococcus_sp_32_4: 16 matches
Species Thermococcus_aggregans_DSM_12819: 11 matches
Species Thermococcus_15_2: 28 matches
Species GCA_024022995@Thermococcus_aggregans_TY: 11 matches
Species Pyrococcus_31_3: 16 matches
Species GCA_904067545@Thermococcus_camini_IRI35c: 57 matches
Species Pyrococcus_sp_32_3: 16 matches
Species Thermococcus_AMTc51: 44 matches
Species GCA_023746595@Thermococcus_argininiproducens_IOH2: 13 matches
Species Thermococcus_23_2: 29 matches
Species Thermococcus_29_3: 49 matches
Species Thermococcus_barophilus_DT4: 23 matches
Species Thermococcus_31_3: 36 matches
Species Thermococcus_alcaliphilus_DSM_10322: 13 matches
Species Thermococcus_EXT11c: 46 matches
Species Thermococcus_barophilus_CH1: 15 matches
Species Thermococcus_E15P35: 52 matches
Species Pyrococcus_32_1: 16 matches
Species Pyrococcus_sp_IRI_42C: 12 matches
Species Pyrococcus_EXT16: 14 matches
Species GCA_028471865@Thermococcus_kodakarensis_TS901: 60 matches
Species Thermococcus_AMTc85: 44 matches
Species Thermococcus_atlanticus_DSM_15226: 25 matches
Species Thermococcus_fumicolans_ST557: 76 matches
Species Thermococcus_barophilus_423_3_23: 17 matches
Species Thermococcus_IRI_06c: 43 matches
Species Thermococcus_prieuri_Col3: 30 matches
Species Thermococcus_AMTc11: 43 matches
Species Thermococcus_coalescens_TS1: 42 matches
Species Thermococcus_AMTc30: 43 matches
Species Thermococcus_sp_26_2: 49 matches
Species Thermococcus_sp_23_4: 29 matches
Species Thermococcus_IRI15c: 53 matches
Species Thermococcus_sp_33_3: 50 matches
Species Thermococcus_sp_AMTc94: 44 matches
Species Thermococcus_sp_AMTc72: 43 matches
Species Thermococcus_sp_E10P8: 50 matches
Species Thermococcus_sp_E10P11: 50 matches
Species Thermococcus_sp_9_3: 53 matches
Species Thermococcus_profundus_DSM_9503: 117 matches
Species Thermococcus_sp_AMTc79: 37 matches
Species Thermococcus_sp_CIR_10a: 22 matches
Species Thermococcus_sp_E15p33: 52 matches
Species Thermococcus_sp_EXT09c: 41 matches
Species Thermococcus_sp_DS1: 41 matches
Species Thermococcus_marinus_DSM_15227: 42 matches
Species Thermococcus_sp_AMTc102: 47 matches
Species Thermococcus_sp_IRI27c2: 49 matches
Species Thermococcus_sp_IRI24c: 49 matches
Species Thermococcus_sp_AMTc71: 43 matches
Species Thermococcus_sp_CIR_03a: 33 matches
Species Thermococcus_sp_TPV: 38 matches
Species Thermococcus_sp_AMTc09: 48 matches
Species Thermococcus_stetteri_DSM_5262: 42 matches
Species Thermococcus_sp_IRI_33c: 41 matches
Species Thermococcus_sp_IRI_05c: 38 matches
Species Thermococcus_sp_unknown: 43 matches
Species Thermococcus_sp_IRI25c: 53 matches
Species Thermococcus_sp_IRI29c: 49 matches
Species Thermococcus_waiotapuensis_WT1: 47 matches
Species Thermococcus_sp_IRI14c: 53 matches
Species Thermococcus_sp_IRI10c: 53 matches



Calculating intergenic conservation...
Extracted 526 intergenic sequences for the focal species GCA_002214585@Thermococcus_profundus_DT_5432

Species GCA_000018365@Thermococcus_onnurineus_NA1: 96 matches
Species GCA_000011105@Pyrococcus_horikoshii_OT3: 38 matches
Species GCA_000007305@Pyrococcus_furiosus_DSM_3638: 41 matches
Species GCA_000022545@Thermococcus_sibiricus_MM_739: 48 matches
Species GCA_000263735@Pyrococcus_sp_ST04: 39 matches
Species GCA_001577775@Pyrococcus_kukulkanii_NCB100: 41 matches
Species GCA_002214465@Thermococcus_barossii_SHCK_94: 116 matches
Species GCA_000151105@Thermococcus_barophilus_MP: 52 matches
Species GCA_000195935@Pyrococcus_abyssi_GE5: 39 matches
Species GCA_000211475@Pyrococcus_sp_NA2: 38 matches
Species GCA_000022365@Thermococcus_gammatolerans_EJ3: 128 matches
Species GCA_000725425@Palaeococcus_pacificus_DY20341: 44 matches
Species GCA_000215995@Pyrococcus_yayanosii_CH1: 45 matches
Species GCA_002197185@Thermococcus_sp_5_4: 112 matches
Species GCA_002214365@Thermococcus_celer_Vu_13: 101 matches
Species GCA_002214525@Thermococcus_sp_P6: 70 matches
Species GCA_000221185@Thermococcus_sp_4557: 122 matches
Species GCA_001647085@Thermococcus_piezophilus_CDGS: 90 matches
Species GCA_000517445@Thermococcus_paralvinellae_ES1: 47 matches
Species GCA_002214385@Thermococcus_gorgonarius_W_12: 126 matches
Species GCA_000769655@Thermococcus_eurythermalis_A501: 93 matches
Species GCA_000275605@Pyrococcus_furiosus_COM1: 42 matches
Species GCA_000009965@Thermococcus_kodakarensis_KOD1: 135 matches
Species GCA_002214485@Thermococcus_pacificus_P4: 116 matches
Species GCA_006274605@Thermococcus_indicus_IOH1: 114 matches
Species GCA_001484685@Thermococcus_sp_2319x1: 48 matches
Species GCA_000585495@Thermococcus_nautili_30_1: 101 matches
Species GCA_001433455@Thermococcus_barophilus_CH5: 54 matches
Species GCA_000246985@Thermococcus_litoralis_DSM_5473: 54 matches
Species GCA_001592435@Thermococcus_peptonophilus_OG_1: 135 matches
Species GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg: 42 matches
Species GCA_000265525@Thermococcus_cleftensis_CL1: 110 matches
Species GCA_000151205@Thermococcus_sp_AM4: 128 matches
Species GCA_002214505@Thermococcus_siculi_RG_20: 136 matches
Species GCA_002214605@Thermococcus_chitonophagus: 41 matches
Species GCA_000816105@Thermococcus_guaymasensis_DSM_11113: 117 matches
Species GCA_000258515@Thermococcus_zilligii_AN1: 118 matches
Species GCA_002214565@Thermococcus_radiotolerans_EJ2: 117 matches
Species GCA_002214545@Thermococcus_thioreducens_OGL_20P: 122 matches
Species GCA_008152015@Thermococcus_aciditolerans_SY113: 118 matches
Species GCA_023746595@Thermococcus_argininiproducens_IOH2: 53 matches
Species GCA_024022995@Thermococcus_aggregans_TY: 52 matches
Species GCA_028471785@Thermococcus_kodakarensis_TS900: 135 matches
Species GCA_020386975@Thermococcus_bergensis_T7324: 51 matches
Species Pyrococcus_endeavori_ES4: 39 matches
Species Pyrococcus_abyssi_GE2: 40 matches
Species Thermococcus_aegaeus_DSM_12767: 51 matches
Species Thermococcus_barophilus_DT4: 45 matches
Species Pyrococcus_sp_GE_23: 36 matches
Species GCA_904067545@Thermococcus_camini_IRI35c: 116 matches
Species Thermococcus_AMTc30: 92 matches
Species Thermococcus_23_2: 110 matches
Species GCA_024707485@Thermococcus_sp_813A4: 115 matches
Species GCA_028471865@Thermococcus_kodakarensis_TS901: 135 matches
Species Pyrococcus_EXT16: 42 matches
Species Thermococcus_AMTc85: 93 matches
Species Pyrococcus_sp_32_4: 39 matches
Species GCA_902813195@Thermococcus_sp_2319x1_Essen: 46 matches
Species Thermococcus_alcaliphilus_DSM_10322: 54 matches
Species Thermococcus_31_3: 106 matches
Species Palaeococcus_helgesoni_DSM_15127: 46 matches
Species Pyrococcus_31_3: 39 matches
Species Pyrococcus_sp_32_3: 38 matches
Species Pyrococcus_sp_EXT_15c: 40 matches
Species Pyrococcus_sp_IRI_42C: 37 matches
Species GCA_035621495@Thermococcus_sp_SY098: 55 matches
Species Thermococcus_15_2: 109 matches
Species Thermococcus_29_3: 106 matches
Species GCA_900012635@Thermococcus_chitonophagus_isolate_1: 41 matches
Species GCA_900198835@Thermococcus_henrietii_EXT12c: 100 matches
Species Pyrococcus_32_1: 39 matches
Species Thermococcus_AMTc51: 96 matches
Species Thermococcus_AMTc11: 113 matches
Species Thermococcus_barophilus_423_3_23: 55 matches
Species Thermococcus_barophilus_CH1: 51 matches
Species Thermococcus_atlanticus_DSM_15226: 66 matches
Species Thermococcus_aggregans_DSM_12819: 52 matches
Species Thermococcus_coalescens_TS1: 113 matches
Species Thermococcus_E15P35: 106 matches
Species Thermococcus_EXT11c: 91 matches
Species Thermococcus_fumicolans_ST557: 201 matches
Species Thermococcus_sp_AMTc102: 93 matches
Species Thermococcus_sp_AMTc94: 103 matches
Species Thermococcus_sp_23_4: 110 matches
Species Thermococcus_sp_26_2: 91 matches
Species Thermococcus_IRI_06c: 114 matches
Species Thermococcus_sp_AMTc09: 93 matches
Species Thermococcus_sp_AMTc72: 119 matches
Species Thermococcus_sp_9_3: 104 matches
Species Thermococcus_marinus_DSM_15227: 96 matches
Species Thermococcus_IRI15c: 114 matches
Species Thermococcus_prieuri_Col3: 109 matches
Species Thermococcus_sp_CIR_10a: 53 matches
Species Thermococcus_sp_IRI27c2: 114 matches
Species Thermococcus_sp_AMTc71: 119 matches
Species Thermococcus_sp_IRI24c: 114 matches
Species Thermococcus_profundus_DSM_9503: 512 matches
Species Thermococcus_sp_CIR_03a: 112 matches
Species Thermococcus_sp_33_3: 99 matches
Species Thermococcus_sp_IRI10c: 112 matches
Species Thermococcus_sp_AMTc79: 103 matches
Species Thermococcus_sp_E10P11: 102 matches
Species Thermococcus_sp_unknown: 93 matches
Species Thermococcus_sp_TPV: 98 matches
Species Thermococcus_sp_E10P8: 102 matches
Species Thermococcus_sp_EXT09c: 95 matches
Species Thermococcus_stetteri_DSM_5262: 139 matches
Species Thermococcus_sp_IRI_05c: 124 matches
Species Thermococcus_sp_IRI_33c: 102 matches
Species Thermococcus_sp_IRI14c: 113 matches
Species Thermococcus_sp_IRI29c: 114 matches
Species Thermococcus_sp_DS1: 102 matches
Species Thermococcus_sp_E15p33: 106 matches
Species Thermococcus_sp_IRI25c: 113 matches
Species Thermococcus_waiotapuensis_WT1: 118 matches



Running ssearch for all 6 frames of the 1000 CDSs...

Frame 0...
Species GCA_002214585@Thermococcus_profundus_DT_5432: 1000 matches
Species GCA_002214525@Thermococcus_sp_P6: 738 matches
Species GCA_000211475@Pyrococcus_sp_NA2: 748 matches
Species GCA_000022545@Thermococcus_sibiricus_MM_739: 752 matches
Species GCA_000263735@Pyrococcus_sp_ST04: 757 matches
Species GCA_000011105@Pyrococcus_horikoshii_OT3: 761 matches
Species GCA_000007305@Pyrococcus_furiosus_DSM_3638: 759 matches
Species GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg: 758 matches
Species GCA_000215995@Pyrococcus_yayanosii_CH1: 768 matches
Species GCA_000275605@Pyrococcus_furiosus_COM1: 759 matches
Species GCA_001484685@Thermococcus_sp_2319x1: 763 matches
Species GCA_000195935@Pyrococcus_abyssi_GE5: 777 matches
Species GCA_001647085@Thermococcus_piezophilus_CDGS: 766 matches
Species GCA_000517445@Thermococcus_paralvinellae_ES1: 770 matches
Species GCA_002214385@Thermococcus_gorgonarius_W_12: 783 matches
Species GCA_002214485@Thermococcus_pacificus_P4: 792 matches
Species GCA_000018365@Thermococcus_onnurineus_NA1: 793 matches
Species GCA_002214605@Thermococcus_chitonophagus: 780 matches
Species GCA_000725425@Palaeococcus_pacificus_DY20341: 791 matches
Species GCA_001577775@Pyrococcus_kukulkanii_NCB100: 785 matches
Species GCA_000151105@Thermococcus_barophilus_MP: 797 matches
Species GCA_002214365@Thermococcus_celer_Vu_13: 798 matches
Species GCA_002197185@Thermococcus_sp_5_4: 807 matches
Species GCA_000258515@Thermococcus_zilligii_AN1: 803 matches
Species GCA_000265525@Thermococcus_cleftensis_CL1: 808 matches
Species GCA_000246985@Thermococcus_litoralis_DSM_5473: 814 matches
Species GCA_002214505@Thermococcus_siculi_RG_20: 820 matches
Species GCA_002214565@Thermococcus_radiotolerans_EJ2: 819 matches
Species GCA_002214465@Thermococcus_barossii_SHCK_94: 825 matches
Species GCA_001433455@Thermococcus_barophilus_CH5: 827 matches
Species GCA_002214545@Thermococcus_thioreducens_OGL_20P: 833 matches
Species GCA_000221185@Thermococcus_sp_4557: 840 matches
Species GCA_000769655@Thermococcus_eurythermalis_A501: 843 matches
Species GCA_000816105@Thermococcus_guaymasensis_DSM_11113: 844 matches
Species GCA_008152015@Thermococcus_aciditolerans_SY113: 839 matches
Species GCA_001592435@Thermococcus_peptonophilus_OG_1: 843 matches
Species GCA_000585495@Thermococcus_nautili_30_1: 847 matches
Species GCA_000009965@Thermococcus_kodakarensis_KOD1: 854 matches
Species GCA_000022365@Thermococcus_gammatolerans_EJ3: 856 matches
Species GCA_006274605@Thermococcus_indicus_IOH1: 860 matches
Species GCA_000151205@Thermococcus_sp_AM4: 888 matches
Species GCA_020386975@Thermococcus_bergensis_T7324: 753 matches
Species GCA_023746595@Thermococcus_argininiproducens_IOH2: 770 matches
Species GCA_024022995@Thermococcus_aggregans_TY: 775 matches
Species Pyrococcus_endeavori_ES4: 757 matches
Species GCA_902813195@Thermococcus_sp_2319x1_Essen: 778 matches
Species GCA_900012635@Thermococcus_chitonophagus_isolate_1: 781 matches
Species Palaeococcus_helgesoni_DSM_15127: 769 matches
Species Pyrococcus_abyssi_GE2: 772 matches
Species Pyrococcus_sp_GE_23: 772 matches
Species Pyrococcus_31_3: 778 matches
Species Pyrococcus_sp_IRI_42C: 755 matches
Species GCA_035621495@Thermococcus_sp_SY098: 799 matches
Species Pyrococcus_32_1: 778 matches
Species Pyrococcus_sp_32_3: 779 matches
Species Pyrococcus_EXT16: 778 matches
Species Pyrococcus_sp_32_4: 777 matches
Species Pyrococcus_sp_EXT_15c: 778 matches
Species GCA_024707485@Thermococcus_sp_813A4: 834 matches
Species GCA_904067545@Thermococcus_camini_IRI35c: 825 matches
Species Thermococcus_aggregans_DSM_12819: 774 matches
Species Thermococcus_aegaeus_DSM_12767: 782 matches
Species Thermococcus_alcaliphilus_DSM_10322: 776 matches
Species GCA_028471785@Thermococcus_kodakarensis_TS900: 852 matches
Species Thermococcus_15_2: 802 matches
Species GCA_028471865@Thermococcus_kodakarensis_TS901: 852 matches
Species GCA_900198835@Thermococcus_henrietii_EXT12c: 849 matches
Species Thermococcus_23_2: 806 matches
Species Thermococcus_barophilus_DT4: 774 matches
Species Thermococcus_barophilus_423_3_23: 785 matches
Species Thermococcus_31_3: 803 matches
Species Thermococcus_barophilus_CH1: 810 matches
Species Thermococcus_29_3: 853 matches
Species Thermococcus_AMTc51: 833 matches
Species Thermococcus_AMTc30: 846 matches
Species Thermococcus_AMTc85: 835 matches
Species Thermococcus_atlanticus_DSM_15226: 838 matches
Species Thermococcus_coalescens_TS1: 822 matches
Species Thermococcus_AMTc11: 855 matches
Species Thermococcus_E15P35: 849 matches
Species Thermococcus_EXT11c: 854 matches
Species Thermococcus_IRI_06c: 830 matches
Species Thermococcus_prieuri_Col3: 806 matches
Species Thermococcus_sp_23_4: 806 matches
Species Thermococcus_IRI15c: 838 matches
Species Thermococcus_marinus_DSM_15227: 839 matches
Species Thermococcus_fumicolans_ST557: 878 matches
Species Thermococcus_sp_26_2: 830 matches
Species Thermococcus_sp_AMTc09: 833 matches
Species Thermococcus_sp_CIR_10a: 812 matches
Species Thermococcus_sp_AMTc102: 831 matches
Species Thermococcus_sp_AMTc79: 840 matches
Species Thermococcus_sp_33_3: 852 matches
Species Thermococcus_sp_9_3: 857 matches
Species Thermococcus_sp_AMTc71: 847 matches
Species Thermococcus_sp_DS1: 829 matches
Species Thermococcus_sp_AMTc72: 847 matches
Species Thermococcus_sp_CIR_03a: 845 matches
Species Thermococcus_sp_AMTc94: 849 matches
Species Thermococcus_sp_IRI_05c: 831 matches
Species Thermococcus_sp_E10P11: 847 matches
Species Thermococcus_sp_IRI24c: 830 matches
Species Thermococcus_sp_E10P8: 847 matches
Species Thermococcus_sp_EXT09c: 849 matches
Species Thermococcus_sp_IRI10c: 837 matches
Species Thermococcus_sp_E15p33: 850 matches
Species Thermococcus_sp_IRI14c: 837 matches
Species Thermococcus_sp_IRI27c2: 829 matches
Species Thermococcus_sp_IRI25c: 839 matches
Species Thermococcus_sp_IRI29c: 830 matches
Species Thermococcus_waiotapuensis_WT1: 806 matches
Species Thermococcus_sp_IRI_33c: 831 matches
Species Thermococcus_sp_TPV: 853 matches
Species Thermococcus_stetteri_DSM_5262: 842 matches
Species Thermococcus_sp_unknown: 850 matches
Species Thermococcus_profundus_DSM_9503: 986 matches

Frame 1...
Species GCA_002214585@Thermococcus_profundus_DT_5432: 1000 matches
Species GCA_000022545@Thermococcus_sibiricus_MM_739: 489 matches
Species GCA_002214525@Thermococcus_sp_P6: 578 matches
Species GCA_000211475@Pyrococcus_sp_NA2: 499 matches
Species GCA_000011105@Pyrococcus_horikoshii_OT3: 521 matches
Species GCA_000263735@Pyrococcus_sp_ST04: 523 matches
Species GCA_000007305@Pyrococcus_furiosus_DSM_3638: 497 matches
Species GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg: 497 matches
Species GCA_001484685@Thermococcus_sp_2319x1: 553 matches
Species GCA_000275605@Pyrococcus_furiosus_COM1: 499 matches
Species GCA_000215995@Pyrococcus_yayanosii_CH1: 545 matches
Species GCA_000517445@Thermococcus_paralvinellae_ES1: 558 matches
Species GCA_000195935@Pyrococcus_abyssi_GE5: 539 matches
Species GCA_001647085@Thermococcus_piezophilus_CDGS: 603 matches
Species GCA_002214385@Thermococcus_gorgonarius_W_12: 650 matches
Species GCA_002214605@Thermococcus_chitonophagus: 542 matches
Species GCA_002214485@Thermococcus_pacificus_P4: 650 matches
Species GCA_001577775@Pyrococcus_kukulkanii_NCB100: 545 matches
Species GCA_000725425@Palaeococcus_pacificus_DY20341: 561 matches
Species GCA_000018365@Thermococcus_onnurineus_NA1: 633 matches
Species GCA_000151105@Thermococcus_barophilus_MP: 575 matches
Species GCA_002214365@Thermococcus_celer_Vu_13: 640 matches
Species GCA_000258515@Thermococcus_zilligii_AN1: 672 matches
Species GCA_000246985@Thermococcus_litoralis_DSM_5473: 573 matches
Species GCA_000265525@Thermococcus_cleftensis_CL1: 655 matches
Species GCA_002197185@Thermococcus_sp_5_4: 671 matches
Species GCA_002214505@Thermococcus_siculi_RG_20: 689 matches
Species GCA_002214565@Thermococcus_radiotolerans_EJ2: 664 matches
Species GCA_001433455@Thermococcus_barophilus_CH5: 597 matches
Species GCA_002214465@Thermococcus_barossii_SHCK_94: 677 matches
Species GCA_002214545@Thermococcus_thioreducens_OGL_20P: 649 matches
Species GCA_000221185@Thermococcus_sp_4557: 668 matches
Species GCA_000816105@Thermococcus_guaymasensis_DSM_11113: 695 matches
Species GCA_008152015@Thermococcus_aciditolerans_SY113: 683 matches
Species GCA_000769655@Thermococcus_eurythermalis_A501: 689 matches
Species GCA_001592435@Thermococcus_peptonophilus_OG_1: 703 matches
Species GCA_000585495@Thermococcus_nautili_30_1: 685 matches
Species GCA_000009965@Thermococcus_kodakarensis_KOD1: 706 matches
Species GCA_000022365@Thermococcus_gammatolerans_EJ3: 722 matches
Species GCA_006274605@Thermococcus_indicus_IOH1: 699 matches
Species GCA_000151205@Thermococcus_sp_AM4: 748 matches
Species GCA_020386975@Thermococcus_bergensis_T7324: 539 matches
Species GCA_023746595@Thermococcus_argininiproducens_IOH2: 502 matches
Species GCA_024022995@Thermococcus_aggregans_TY: 536 matches
Species GCA_902813195@Thermococcus_sp_2319x1_Essen: 556 matches
Species Pyrococcus_endeavori_ES4: 522 matches
Species GCA_900012635@Thermococcus_chitonophagus_isolate_1: 540 matches
Species Palaeococcus_helgesoni_DSM_15127: 545 matches
Species GCA_035621495@Thermococcus_sp_SY098: 568 matches
Species Pyrococcus_abyssi_GE2: 533 matches
Species Pyrococcus_sp_IRI_42C: 481 matches
Species Pyrococcus_31_3: 530 matches
Species Pyrococcus_32_1: 527 matches
Species Pyrococcus_EXT16: 530 matches
Species Pyrococcus_sp_32_3: 527 matches
Species Pyrococcus_sp_GE_23: 536 matches
Species Pyrococcus_sp_EXT_15c: 545 matches
Species Pyrococcus_sp_32_4: 524 matches
Species GCA_024707485@Thermococcus_sp_813A4: 654 matches
Species Thermococcus_aggregans_DSM_12819: 538 matches
Species GCA_904067545@Thermococcus_camini_IRI35c: 665 matches
Species Thermococcus_alcaliphilus_DSM_10322: 558 matches
Species GCA_028471785@Thermococcus_kodakarensis_TS900: 700 matches
Species Thermococcus_aegaeus_DSM_12767: 549 matches
Species GCA_028471865@Thermococcus_kodakarensis_TS901: 704 matches
Species GCA_900198835@Thermococcus_henrietii_EXT12c: 693 matches
Species Thermococcus_15_2: 639 matches
Species Thermococcus_23_2: 670 matches
Species Thermococcus_barophilus_DT4: 542 matches
Species Thermococcus_31_3: 641 matches
Species Thermococcus_barophilus_423_3_23: 565 matches
Species Thermococcus_barophilus_CH1: 575 matches
Species Thermococcus_29_3: 683 matches
Species Thermococcus_AMTc51: 670 matches
Species Thermococcus_atlanticus_DSM_15226: 650 matches
Species Thermococcus_AMTc85: 676 matches
Species Thermococcus_coalescens_TS1: 635 matches
Species Thermococcus_AMTc30: 686 matches
Species Thermococcus_AMTc11: 695 matches
Species Thermococcus_E15P35: 684 matches
Species Thermococcus_EXT11c: 697 matches
Species Thermococcus_IRI_06c: 669 matches
Species Thermococcus_sp_23_4: 670 matches
Species Thermococcus_prieuri_Col3: 639 matches
Species Thermococcus_IRI15c: 659 matches
Species Thermococcus_marinus_DSM_15227: 684 matches
Species Thermococcus_fumicolans_ST557: 797 matches
Species Thermococcus_sp_26_2: 654 matches
Species Thermococcus_sp_CIR_10a: 570 matches
Species Thermococcus_sp_AMTc09: 657 matches
Species Thermococcus_sp_AMTc102: 658 matches
Species Thermococcus_sp_33_3: 687 matches
Species Thermococcus_sp_AMTc79: 679 matches
Species Thermococcus_sp_9_3: 699 matches
Species Thermococcus_sp_AMTc72: 685 matches
Species Thermococcus_sp_AMTc71: 685 matches
Species Thermococcus_sp_DS1: 649 matches
Species Thermococcus_sp_CIR_03a: 674 matches
Species Thermococcus_sp_AMTc94: 692 matches
Species Thermococcus_sp_IRI_05c: 657 matches
Species Thermococcus_sp_E10P11: 683 matches
Species Thermococcus_sp_E10P8: 683 matches
Species Thermococcus_sp_IRI24c: 664 matches
Species Thermococcus_sp_EXT09c: 693 matches
Species Thermococcus_sp_E15p33: 683 matches
Species Thermococcus_sp_IRI14c: 658 matches
Species Thermococcus_sp_IRI10c: 664 matches
Species Thermococcus_sp_IRI27c2: 667 matches
Species Thermococcus_sp_IRI29c: 662 matches
Species Thermococcus_sp_IRI25c: 661 matches
Species Thermococcus_waiotapuensis_WT1: 682 matches
Species Thermococcus_sp_IRI_33c: 655 matches
Species Thermococcus_stetteri_DSM_5262: 710 matches
Species Thermococcus_sp_unknown: 683 matches
Species Thermococcus_sp_TPV: 687 matches
Species Thermococcus_profundus_DSM_9503: 981 matches

Frame 2...
Species GCA_002214585@Thermococcus_profundus_DT_5432: 1000 matches
Species GCA_000022545@Thermococcus_sibiricus_MM_739: 538 matches
Species GCA_002214525@Thermococcus_sp_P6: 598 matches
Species GCA_000211475@Pyrococcus_sp_NA2: 542 matches
Species GCA_000011105@Pyrococcus_horikoshii_OT3: 551 matches
Species GCA_000263735@Pyrococcus_sp_ST04: 562 matches
Species GCA_000007305@Pyrococcus_furiosus_DSM_3638: 535 matches
Species GCA_000275605@Pyrococcus_furiosus_COM1: 537 matches
Species GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg: 532 matches
Species GCA_000215995@Pyrococcus_yayanosii_CH1: 595 matches
Species GCA_000195935@Pyrococcus_abyssi_GE5: 574 matches
Species GCA_001484685@Thermococcus_sp_2319x1: 587 matches
Species GCA_000517445@Thermococcus_paralvinellae_ES1: 582 matches
Species GCA_001647085@Thermococcus_piezophilus_CDGS: 643 matches
Species GCA_002214605@Thermococcus_chitonophagus: 573 matches
Species GCA_002214385@Thermococcus_gorgonarius_W_12: 669 matches
Species GCA_000151105@Thermococcus_barophilus_MP: 617 matches
Species GCA_002214485@Thermococcus_pacificus_P4: 677 matches
Species GCA_000018365@Thermococcus_onnurineus_NA1: 673 matches
Species GCA_001577775@Pyrococcus_kukulkanii_NCB100: 587 matches
Species GCA_000725425@Palaeococcus_pacificus_DY20341: 585 matches
Species GCA_002214365@Thermococcus_celer_Vu_13: 667 matches
Species GCA_000258515@Thermococcus_zilligii_AN1: 690 matches
Species GCA_002197185@Thermococcus_sp_5_4: 697 matches
Species GCA_000265525@Thermococcus_cleftensis_CL1: 679 matches
Species GCA_000246985@Thermococcus_litoralis_DSM_5473: 616 matches
Species GCA_002214565@Thermococcus_radiotolerans_EJ2: 694 matches
Species GCA_001433455@Thermococcus_barophilus_CH5: 631 matches
Species GCA_002214505@Thermococcus_siculi_RG_20: 709 matches
Species GCA_002214465@Thermococcus_barossii_SHCK_94: 712 matches
Species GCA_000221185@Thermococcus_sp_4557: 711 matches
Species GCA_002214545@Thermococcus_thioreducens_OGL_20P: 688 matches
Species GCA_008152015@Thermococcus_aciditolerans_SY113: 703 matches
Species GCA_000769655@Thermococcus_eurythermalis_A501: 705 matches
Species GCA_000585495@Thermococcus_nautili_30_1: 718 matches
Species GCA_000816105@Thermococcus_guaymasensis_DSM_11113: 726 matches
Species GCA_001592435@Thermococcus_peptonophilus_OG_1: 729 matches
Species GCA_000009965@Thermococcus_kodakarensis_KOD1: 730 matches
Species GCA_000022365@Thermococcus_gammatolerans_EJ3: 749 matches
Species GCA_006274605@Thermococcus_indicus_IOH1: 732 matches
Species GCA_000151205@Thermococcus_sp_AM4: 776 matches
Species GCA_020386975@Thermococcus_bergensis_T7324: 576 matches
Species GCA_023746595@Thermococcus_argininiproducens_IOH2: 531 matches
