gene_id	focal_genome	nc_genome	nc_match_contig	nc_match_strand	nc_match_start	nc_match_end	n_overlapping_genes	overlapping_genes	f0	f1	f2	intergenic	outgroup_nb
LBEMKAPA_01754_gene_mRNA	GCA_002214385@Thermococcus_gorgonarius_W_12	GCA_002214545@Thermococcus_thioreducens_OGL_20P	NZ_CP015105	+	2026580	2026670	0		0	0	0	90	5
LBEMKAPA_01754_gene_mRNA	GCA_002214385@Thermococcus_gorgonarius_W_12	Thermococcus_sp_AMTc71	13480	+	1224297	1224387	0		0	0	0	90	4
LBEMKAPA_01754_gene_mRNA	GCA_002214385@Thermococcus_gorgonarius_W_12	Thermococcus_sp_AMTc72	13481	+	1224298	1224388	0		0	0	0	90	4
LBEMKAPA_01754_gene_mRNA	GCA_002214385@Thermococcus_gorgonarius_W_12	GCA_006274605@Thermococcus_indicus_IOH1	NZ_CP040846	+	55745	55835	0		0	0	0	90	4
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Pyrococcus_31_3	7490	-	1611060	1611243	0		0	0	0	183	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Pyrococcus_sp_32_3	8815	-	897300	897483	0		0	0	0	183	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Pyrococcus_sp_32_4	8823	+	1348818	1349001	0		0	0	0	183	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Pyrococcus_32_1	7495	-	1611171	1611354	0		0	0	0	183	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Pyrococcus_EXT16	7485	+	606243	606426	0		0	0	0	183	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_002214605@Thermococcus_chitonophagus	NZ_CP015193	-	330626	330809	0		0	0	0	183	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_900012635@Thermococcus_chitonophagus_isolate_1	NZ_LN999010	-	324578	324761	0		0	0	0	183	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_001577775@Pyrococcus_kukulkanii_NCB100	NZ_CP010835	-	108468	108657	0		0	0	0	189	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Pyrococcus_sp_EXT_15c	8813	-	98218	98401	0		0	0	0	183	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000263735@Pyrococcus_sp_ST04	NC_017946	-	298250	298457	0		0	0	0	207	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Pyrococcus_endeavori_ES4	4064	-	314700	314907	0		0	0	0	207	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000195935@Pyrococcus_abyssi_GE5	NC_000868	-	221020	221206	0		0	0	0	186	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Pyrococcus_abyssi_GE2	7482	-	632148	632334	0		0	0	0	186	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Pyrococcus_sp_GE_23	8812	+	694155	694341	0		0	0	0	186	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000011105@Pyrococcus_horikoshii_OT3	NC_000961	-	207406	207565	0		0	0	0	159	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000211475@Pyrococcus_sp_NA2	NC_015474	-	670214	670427	0		0	0	0	213	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Pyrococcus_sp_IRI_42C	8814	+	642338	642497	0		0	0	0	159	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000275605@Pyrococcus_furiosus_COM1	NC_018092	+	1343430	1343661	0		0	0	0	231	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	NZ_CP023154	-	136257	136488	0		0	0	0	231	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000007305@Pyrococcus_furiosus_DSM_3638	NC_003413	-	152503	152734	0		0	0	0	231	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000215995@Pyrococcus_yayanosii_CH1	NC_015680	-	1498865	1499117	0		0	0	0	252	7
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000246985@Thermococcus_litoralis_DSM_5473	NC_022084	+	595032	595194	0		0	0	0	162	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_alcaliphilus_DSM_10322	11782	-	1139560	1139722	0		0	0	0	162	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_001484685@Thermococcus_sp_2319x1	NZ_CP012200	-	203255	203417	0		0	0	0	162	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_902813195@Thermococcus_sp_2319x1_Essen	NZ_LR778300	-	202424	202586	0		0	0	0	162	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_aegaeus_DSM_12767	11780	+	954294	954510	0		0	0	0	216	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_020386975@Thermococcus_bergensis_T7324	NZ_JABFNK010000003	+	115814	115976	0		0	0	0	162	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_024022995@Thermococcus_aggregans_TY	NZ_CP099582	+	228403	228565	0		0	0	0	162	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_aggregans_DSM_12819	11781	-	1341512	1341674	0		0	0	0	162	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000022545@Thermococcus_sibiricus_MM_739	NC_012883	-	281033	281192	0		0	0	0	159	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_023746595@Thermococcus_argininiproducens_IOH2	NZ_CP080572	-	879004	879187	0		0	0	0	183	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000151105@Thermococcus_barophilus_MP	NC_014804	-	824459	824618	0		0	0	0	159	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_001433455@Thermococcus_barophilus_CH5	NZ_CP013050	-	956410	956569	0		0	0	0	159	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_barophilus_CH1	4059	-	770599	770758	0		0	0	0	159	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_035621495@Thermococcus_sp_SY098	NZ_CP141821	-	527281	527419	0		0	0	0	138	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_barophilus_423_3_23	4061	-	1297195	1297354	0		0	0	0	159	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_CIR_10a	8818	+	1119424	1119592	0		0	0	0	168	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000517445@Thermococcus_paralvinellae_ES1	NZ_CP006965	-	980779	981028	0		0	0	0	249	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_barophilus_DT4	4060	-	910496	910658	0		0	0	0	162	6
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_atlanticus_DSM_15226	11783	-	1721250	1721505	0		0	0	0	255	4
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000018365@Thermococcus_onnurineus_NA1	NC_011529	+	1265657	1265915	0		0	0	0	258	3
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_001647085@Thermococcus_piezophilus_CDGS	NZ_CP015520	+	452401	452659	0		0	0	0	258	3
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_E10P11	11811	-	1396021	1396216	0		0	0	0	195	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_E10P8	11801	-	1396021	1396216	0		0	0	0	195	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_29_3	7513	+	1445880	1446072	0		0	0	0	192	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_E15P35	10971	+	857723	857921	0		0	0	0	198	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_E15p33	8816	+	1934400	1934598	0		0	0	0	198	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_33_3	8825	-	999464	999656	0		0	0	0	192	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_AMTc94	11802	-	1387544	1387736	0		0	0	0	192	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000585495@Thermococcus_nautili_30_1	NZ_CP007264	-	1108847	1109042	0		0	0	0	195	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_9_3	9794	+	1578476	1578674	0		0	0	0	198	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_AMTc79	11778	+	174047	174245	0		0	0	0	198	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_AMTc09	12160	+	690809	691004	0		0	0	0	195	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_AMTc102	11786	-	1718623	1718818	0		0	0	0	195	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_26_2	8824	-	1138251	1138446	0		0	0	0	195	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_AMTc30	10769	-	1590453	1590648	0		0	0	0	195	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_AMTc85	10774	-	1745774	1745969	0		0	0	0	195	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_EXT11c	11137	+	423067	423259	0		0	0	0	192	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_EXT09c	8819	-	301412	301604	0		0	0	0	192	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_AMTc51	10770	+	1563770	1563965	0		0	0	0	195	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_unknown	8821	-	1917989	1918184	0		0	0	0	195	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_900198835@Thermococcus_henrietii_EXT12c	NZ_LT900021	+	66385	66580	0		0	0	0	195	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_TPV	7510	+	2100136	2100334	0		0	0	0	198	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000769655@Thermococcus_eurythermalis_A501	NZ_CP008887	+	162849	163041	0		0	0	0	192	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_marinus_DSM_15227	11784	-	1792831	1793023	0		0	0	0	192	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_fumicolans_ST557	14021	-	1530369	1530537	0		0	0	0	168	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000009965@Thermococcus_kodakarensis_KOD1	NC_006624	-	2037542	2037755	0		0	0	0	213	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_028471865@Thermococcus_kodakarensis_TS901	NZ_CP116886	-	2027921	2028134	0		0	0	0	213	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_028471785@Thermococcus_kodakarensis_TS900	NZ_CP116885	-	2035148	2035361	0		0	0	0	213	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_001592435@Thermococcus_peptonophilus_OG_1	NZ_CP014750	+	770172	770385	0		0	0	0	213	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_stetteri_DSM_5262	11785	+	469455	469668	0		0	0	0	213	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_15_2	7488	+	1334058	1334220	0		0	0	0	162	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_prieuri_Col3	7494	+	1063728	1063917	0		0	0	0	189	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_002214485@Thermococcus_pacificus_P4	NZ_CP015102	+	139733	139970	0		0	0	0	237	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_002214505@Thermococcus_siculi_RG_20	NZ_CP015103	-	71776	71965	0		0	0	0	189	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000265525@Thermococcus_cleftensis_CL1	NC_018015	-	1293865	1294060	0		0	0	0	195	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_IRI_06c	12654	+	1439987	1440128	0		0	0	0	141	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_IRI15c	11152	+	1709507	1709774	0		0	0	0	267	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_IRI14c	11810	-	817255	817522	0		0	0	0	267	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_IRI10c	11798	-	1834755	1835022	0		0	0	0	267	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_IRI25c	11809	-	817860	818127	0		0	0	0	267	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_IRI24c	11800	+	932429	932696	0		0	0	0	267	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_IRI29c	11803	-	1600876	1601143	0		0	0	0	267	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_IRI27c2	11807	-	1600943	1601210	0		0	0	0	267	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_904067545@Thermococcus_camini_IRI35c	NZ_LR881183	+	1696970	1697237	0		0	0	0	267	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_AMTc71	13480	+	1032895	1033168	0		0	0	0	273	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_sp_AMTc72	13481	+	1032896	1033169	0		0	0	0	273	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_000221185@Thermococcus_sp_4557	NC_015865	-	1636989	1637262	0		0	0	0	273	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_008152015@Thermococcus_aciditolerans_SY113	NZ_CP041932	-	1880096	1880369	0		0	0	0	273	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	GCA_006274605@Thermococcus_indicus_IOH1	NZ_CP040846	+	2068016	2068286	0		0	0	0	270	2
CNPDMPNG_00739_gene_mRNA	GCA_002214525@Thermococcus_sp_P6	Thermococcus_31_3	7489	-	537094	537364	0		0	0	0	270	1
HCEHDMML_01191_gene_mRNA	GCA_002214605@Thermococcus_chitonophagus	GCA_000275605@Pyrococcus_furiosus_COM1	NC_018092	+	699496	699598	0		0	0	0	102	4
HCEHDMML_01191_gene_mRNA	GCA_002214605@Thermococcus_chitonophagus	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	NZ_CP023154	+	879690	879792	0		0	0	0	102	4
HCEHDMML_01191_gene_mRNA	GCA_002214605@Thermococcus_chitonophagus	GCA_000007305@Pyrococcus_furiosus_DSM_3638	NC_003413	+	897398	897500	0		0	0	0	102	4
HCEHDMML_01191_gene_mRNA	GCA_002214605@Thermococcus_chitonophagus	GCA_000263735@Pyrococcus_sp_ST04	NC_017946	+	850717	850828	1	FDLBPKII_00880	45	0	0	66	2
HCEHDMML_01191_gene_mRNA	GCA_002214605@Thermococcus_chitonophagus	Pyrococcus_endeavori_ES4	4064	+	845239	845350	1	FOMOJKPC_00885	45	0	0	66	2
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000263735@Pyrococcus_sp_ST04	NC_017946	+	1548867	1549158	0		0	0	0	291	9
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Pyrococcus_endeavori_ES4	4064	+	1541225	1541516	0		0	0	0	291	9
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Pyrococcus_sp_GE_23	8812	+	449747	450011	0		0	0	0	264	9
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000211475@Pyrococcus_sp_NA2	NC_015474	+	232532	232766	0		0	0	0	234	9
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Pyrococcus_sp_IRI_42C	8814	-	26498	26699	0		0	0	0	201	9
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000215995@Pyrococcus_yayanosii_CH1	NC_015680	-	871450	871735	0		0	0	0	285	9
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_alcaliphilus_DSM_10322	11782	-	935922	936114	0		0	0	0	192	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_001484685@Thermococcus_sp_2319x1	NZ_CP012200	-	1959071	1959269	0		0	0	0	198	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_902813195@Thermococcus_sp_2319x1_Essen	NZ_LR778300	-	1987707	1987899	0		0	0	0	192	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_aegaeus_DSM_12767	11780	+	1178210	1178408	0		0	0	0	198	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_020386975@Thermococcus_bergensis_T7324	NZ_JABFNK010000003	+	294067	294265	0		0	0	0	198	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_024022995@Thermococcus_aggregans_TY	NZ_CP099582	-	1066831	1067023	0		0	0	0	192	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_aggregans_DSM_12819	11781	-	1104738	1104930	0		0	0	0	192	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000022545@Thermococcus_sibiricus_MM_739	NC_012883	-	75219	75417	0		0	0	0	198	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_023746595@Thermococcus_argininiproducens_IOH2	NZ_CP080572	-	659101	659284	0		0	0	0	183	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000151105@Thermococcus_barophilus_MP	NC_014804	-	1521483	1521720	0		0	0	0	237	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_001433455@Thermococcus_barophilus_CH5	NZ_CP013050	+	1555248	1555485	0		0	0	0	237	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_barophilus_CH1	4059	-	1514709	1514988	0		0	0	0	279	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_035621495@Thermococcus_sp_SY098	NZ_CP141821	-	1225741	1226032	0		0	0	0	291	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_barophilus_423_3_23	4061	-	1964340	1964616	0		0	0	0	276	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_CIR_10a	8818	+	324986	325256	0		0	0	0	270	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000517445@Thermococcus_paralvinellae_ES1	NZ_CP006965	-	1643296	1643566	0		0	0	0	270	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_barophilus_DT4	4060	-	1595996	1596266	0		0	0	0	270	8
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000018365@Thermococcus_onnurineus_NA1	NC_011529	+	1814943	1815234	0		0	0	0	291	5
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_001647085@Thermococcus_piezophilus_CDGS	NZ_CP015520	+	1054840	1055083	0		0	0	0	243	5
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_23_2	7487	-	536715	537015	0		0	0	0	300	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_23_4	9793	+	385300	385600	0		0	0	0	300	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_002197185@Thermococcus_sp_5_4	NZ_CP021848	+	73213	73513	0		0	0	0	300	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_002214565@Thermococcus_radiotolerans_EJ2	NZ_CP015106	+	1840424	1840724	0		0	0	0	300	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_CIR_03a	8822	-	883288	883582	0		0	0	0	294	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_AMTc11	7483	-	1201794	1202094	0		0	0	0	300	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_002214465@Thermococcus_barossii_SHCK_94	NZ_CP015101	+	67306	67606	0		0	0	0	300	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_002214545@Thermococcus_thioreducens_OGL_20P	NZ_CP015105	+	336744	337041	0		0	0	0	297	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_IRI_05c	8817	-	1921190	1921490	0		0	0	0	300	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_024707485@Thermococcus_sp_813A4	NZ_CP102602	-	1271235	1271532	0		0	0	0	297	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_coalescens_TS1	14020	-	433112	433409	0		0	0	0	297	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_DS1	7110	-	1316116	1316407	0		0	0	0	291	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_sp_IRI_33c	8820	+	1248877	1249168	0		0	0	0	291	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_002214365@Thermococcus_celer_Vu_13	NZ_CP014854	+	1187629	1187929	0		0	0	0	300	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_31_3	7489	-	1954149	1954449	0		0	0	0	300	4
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000769655@Thermococcus_eurythermalis_A501	NZ_CP008887	-	824518	824818	0		0	0	0	300	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_marinus_DSM_15227	11784	+	1191991	1192291	0		0	0	0	300	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000022365@Thermococcus_gammatolerans_EJ3	NC_012804	+	499474	499765	0		0	0	0	291	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000816105@Thermococcus_guaymasensis_DSM_11113	NZ_CP007140	+	1375736	1376036	0		0	0	0	300	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_002214385@Thermococcus_gorgonarius_W_12	NZ_CP014855	+	923977	924268	0		0	0	0	291	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_002214585@Thermococcus_profundus_DT_5432	NZ_CP014862	-	884667	884958	0		0	0	0	291	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_profundus_DSM_9503	4062	-	797908	798199	0		0	0	0	291	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_fumicolans_ST557	14021	-	1797062	1797350	0		0	0	0	288	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_000009965@Thermococcus_kodakarensis_KOD1	NC_006624	+	1738517	1738811	0		0	0	0	294	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_028471865@Thermococcus_kodakarensis_TS901	NZ_CP116886	+	1728896	1729190	0		0	0	0	294	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_028471785@Thermococcus_kodakarensis_TS900	NZ_CP116885	+	1736123	1736417	0		0	0	0	294	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_001592435@Thermococcus_peptonophilus_OG_1	NZ_CP014750	+	854187	854481	0		0	0	0	294	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_stetteri_DSM_5262	11785	-	717586	717886	0		0	0	0	300	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_15_2	7488	+	1830937	1831237	0		0	0	0	300	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	Thermococcus_prieuri_Col3	7494	+	1552586	1552886	0		0	0	0	300	3
PBPJMCNB_00743_gene_mRNA	GCA_006274605@Thermococcus_indicus_IOH1	GCA_002214485@Thermococcus_pacificus_P4	NZ_CP015102	+	635908	636199	0		0	0	0	291	3
