denovo	outgroup	neighbor_sp	qcov	qcov_orf
CNPDMPNG_00739_gene_mRNA	before_last	Thermococcus_aggregans_DSM_12819	59	39.130434782608695
CNPDMPNG_00739_gene_mRNA	before_last	GCA_024022995@Thermococcus_aggregans_TY	59	39.130434782608695
CNPDMPNG_00739_gene_mRNA	before_last	GCA_020386975@Thermococcus_bergensis_T7324	59	39.130434782608695
CNPDMPNG_00739_gene_mRNA	before_last	Thermococcus_aegaeus_DSM_12767	89	39.130434782608695
CNPDMPNG_00739_gene_mRNA	before_last	GCA_902813195@Thermococcus_sp_2319x1_Essen	59	39.130434782608695
CNPDMPNG_00739_gene_mRNA	before_last	GCA_001484685@Thermococcus_sp_2319x1	59	39.130434782608695
CNPDMPNG_00739_gene_mRNA	before_last	Thermococcus_alcaliphilus_DSM_10322	59	50.0
CNPDMPNG_00739_gene_mRNA	before_last	GCA_000246985@Thermococcus_litoralis_DSM_5473	59	50.0
IAOIMLBH_00023_gene_mRNA	last	Thermococcus_sp_CIR_03a	98	96.34146341463415
IAOIMLBH_00023_gene_mRNA	before_last	Thermococcus_sp_IRI_33c	51	48.78048780487805
IAOIMLBH_00023_gene_mRNA	before_last	Thermococcus_sp_DS1	51	48.78048780487805
IAOIMLBH_01370_gene_mRNA	last	GCA_024707485@Thermococcus_sp_813A4	100	95.1219512195122
IAOIMLBH_01370_gene_mRNA	before_last	Thermococcus_sp_IRI_05c	100	95.1219512195122
HCEHDMML_01191_gene_mRNA	last	GCA_000007305@Pyrococcus_furiosus_DSM_3638	65	61.53846153846154
HCEHDMML_01191_gene_mRNA	last	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	65	61.53846153846154
HCEHDMML_01191_gene_mRNA	last	GCA_000275605@Pyrococcus_furiosus_COM1	65	61.53846153846154
HCEHDMML_01191_gene_mRNA	before_last	Pyrococcus_endeavori_ES4	71	50.0
HCEHDMML_01191_gene_mRNA	before_last	GCA_000263735@Pyrococcus_sp_ST04	71	50.0
HCEHDMML_01343_gene_mRNA	last	Pyrococcus_sp_EXT_15c	98	95.45454545454545
HCEHDMML_01343_gene_mRNA	last	GCA_001577775@Pyrococcus_kukulkanii_NCB100	100	96.96969696969697
HCEHDMML_01343_gene_mRNA	before_last	Pyrococcus_EXT16	100	96.96969696969697
HCEHDMML_01343_gene_mRNA	before_last	Pyrococcus_32_1	100	96.96969696969697
HCEHDMML_01343_gene_mRNA	before_last	Pyrococcus_sp_32_4	100	96.96969696969697
HCEHDMML_01343_gene_mRNA	before_last	Pyrococcus_sp_32_3	100	96.96969696969697
HCEHDMML_01343_gene_mRNA	before_last	Pyrococcus_31_3	100	96.96969696969697
PBPJMCNB_00743_gene_mRNA	last	GCA_000215995@Pyrococcus_yayanosii_CH1	86	83.78378378378379
PBPJMCNB_00743_gene_mRNA	last	Pyrococcus_sp_IRI_42C	75	45.04504504504504
PBPJMCNB_00743_gene_mRNA	last	GCA_000211475@Pyrococcus_sp_NA2	78	37.83783783783784
PBPJMCNB_00743_gene_mRNA	last	Pyrococcus_sp_GE_23	87	25.225225225225223
PBPJMCNB_00743_gene_mRNA	last	Pyrococcus_endeavori_ES4	87	59.45945945945946
PBPJMCNB_00743_gene_mRNA	last	GCA_000263735@Pyrococcus_sp_ST04	87	59.45945945945946
PBPJMCNB_00743_gene_mRNA	before_last	Thermococcus_barophilus_DT4	81	54.95495495495496
PBPJMCNB_00743_gene_mRNA	before_last	GCA_000517445@Thermococcus_paralvinellae_ES1	81	54.95495495495496
PBPJMCNB_00743_gene_mRNA	before_last	Thermococcus_sp_CIR_10a	81	54.95495495495496
PBPJMCNB_00743_gene_mRNA	before_last	Thermococcus_barophilus_423_3_23	81	56.75675675675676
PBPJMCNB_00743_gene_mRNA	before_last	GCA_035621495@Thermococcus_sp_SY098	86	61.261261261261254
PBPJMCNB_00743_gene_mRNA	before_last	Thermococcus_barophilus_CH1	82	33.33333333333333
PBPJMCNB_00743_gene_mRNA	before_last	GCA_001433455@Thermococcus_barophilus_CH5	72	33.33333333333333
PBPJMCNB_00743_gene_mRNA	before_last	GCA_000151105@Thermococcus_barophilus_MP	72	33.33333333333333
PBPJMCNB_00743_gene_mRNA	before_last	GCA_023746595@Thermococcus_argininiproducens_IOH2	55	53.153153153153156
PBPJMCNB_00743_gene_mRNA	before_last	GCA_000022545@Thermococcus_sibiricus_MM_739	59	57.65765765765766
PBPJMCNB_00743_gene_mRNA	before_last	Thermococcus_aggregans_DSM_12819	58	55.85585585585585
PBPJMCNB_00743_gene_mRNA	before_last	GCA_024022995@Thermococcus_aggregans_TY	58	55.85585585585585
PBPJMCNB_00743_gene_mRNA	before_last	GCA_020386975@Thermococcus_bergensis_T7324	59	57.65765765765766
PBPJMCNB_00743_gene_mRNA	before_last	Thermococcus_aegaeus_DSM_12767	59	57.65765765765766
PBPJMCNB_00743_gene_mRNA	before_last	GCA_902813195@Thermococcus_sp_2319x1_Essen	58	55.85585585585585
PBPJMCNB_00743_gene_mRNA	before_last	GCA_001484685@Thermococcus_sp_2319x1	59	57.65765765765766
PBPJMCNB_00743_gene_mRNA	before_last	Thermococcus_alcaliphilus_DSM_10322	58	55.85585585585585
PBPJMCNB_01075_gene_mRNA	last	Thermococcus_31_3	62	60.16949152542372
PBPJMCNB_01075_gene_mRNA	last	Thermococcus_sp_IRI_33c	53	50.847457627118644
PBPJMCNB_01075_gene_mRNA	last	Thermococcus_sp_DS1	53	50.847457627118644
PBPJMCNB_01075_gene_mRNA	before_last	Thermococcus_IRI_06c	65	32.20338983050847
PBPJMCNB_01075_gene_mRNA	before_last	Thermococcus_prieuri_Col3	64	62.71186440677966
PBPJMCNB_01075_gene_mRNA	before_last	Thermococcus_15_2	64	62.71186440677966
PBPJMCNB_01075_gene_mRNA	before_last	Thermococcus_AMTc51	58	30.508474576271187
PBPJMCNB_01075_gene_mRNA	before_last	Thermococcus_sp_AMTc09	58	55.932203389830505
PBPJMCNB_01780_gene_mRNA	last	Thermococcus_barophilus_DT4	100	96.15384615384616
PBPJMCNB_01780_gene_mRNA	before_last	GCA_000725425@Palaeococcus_pacificus_DY20341	94	90.38461538461539
AJGPKGBP_00419_gene_mRNA	last	Thermococcus_AMTc11	55	25.595238095238095
AJGPKGBP_00419_gene_mRNA	before_last	Thermococcus_sp_AMTc72	95	119.04761904761905
AJGPKGBP_00419_gene_mRNA	before_last	Thermococcus_sp_AMTc71	95	119.04761904761905
AJGPKGBP_00434_gene_mRNA	last	GCA_904067545@Thermococcus_camini_IRI35c	65	64.28571428571429
AJGPKGBP_00434_gene_mRNA	last	Thermococcus_sp_IRI27c2	65	64.28571428571429
AJGPKGBP_00434_gene_mRNA	last	Thermococcus_sp_IRI29c	65	64.28571428571429
AJGPKGBP_00434_gene_mRNA	last	Thermococcus_sp_IRI24c	65	64.28571428571429
AJGPKGBP_00434_gene_mRNA	before_last	GCA_006274605@Thermococcus_indicus_IOH1	89	30.476190476190478
MHNPHHGP_00743_gene_mRNA	last	Thermococcus_barophilus_423_3_23	77	21.09375
MHNPHHGP_00743_gene_mRNA	last	GCA_035621495@Thermococcus_sp_SY098	78	30.46875
MHNPHHGP_00743_gene_mRNA	last	Thermococcus_barophilus_CH1	72	50.0
MHNPHHGP_00743_gene_mRNA	last	GCA_001433455@Thermococcus_barophilus_CH5	72	50.0
MHNPHHGP_00743_gene_mRNA	last	GCA_000151105@Thermococcus_barophilus_MP	72	50.0
MHNPHHGP_00743_gene_mRNA	last	GCA_023746595@Thermococcus_argininiproducens_IOH2	100	65.625
MHNPHHGP_00743_gene_mRNA	last	GCA_000022545@Thermococcus_sibiricus_MM_739	93	70.3125
MHNPHHGP_00743_gene_mRNA	last	GCA_020386975@Thermococcus_bergensis_T7324	77	52.34375
MHNPHHGP_00743_gene_mRNA	last	Thermococcus_aegaeus_DSM_12767	100	71.875
MHNPHHGP_00743_gene_mRNA	last	Thermococcus_alcaliphilus_DSM_10322	99	71.09375
MHNPHHGP_00743_gene_mRNA	last	GCA_000246985@Thermococcus_litoralis_DSM_5473	99	71.875
MHNPHHGP_00743_gene_mRNA	last	GCA_000725425@Palaeococcus_pacificus_DY20341	93	70.3125
MHNPHHGP_00743_gene_mRNA	last	Thermococcus_atlanticus_DSM_15226	78	50.0
MHNPHHGP_00743_gene_mRNA	last	Thermococcus_31_3	68	50.0
MHNPHHGP_00743_gene_mRNA	last	Thermococcus_coalescens_TS1	68	50.0
MHNPHHGP_00743_gene_mRNA	last	GCA_024707485@Thermococcus_sp_813A4	90	34.375
MHNPHHGP_00743_gene_mRNA	last	Thermococcus_sp_IRI_05c	90	71.875
MHNPHHGP_00743_gene_mRNA	last	GCA_002214545@Thermococcus_thioreducens_OGL_20P	90	71.875
MHNPHHGP_00743_gene_mRNA	last	Thermococcus_sp_CIR_03a	90	30.46875
MHNPHHGP_00743_gene_mRNA	last	GCA_008152015@Thermococcus_aciditolerans_SY113	91	42.1875
MHNPHHGP_00743_gene_mRNA	last	GCA_001592435@Thermococcus_peptonophilus_OG_1	90	40.625
MHNPHHGP_00743_gene_mRNA	last	Thermococcus_fumicolans_ST557	58	50.0
MHNPHHGP_00743_gene_mRNA	before_last	GCA_000215995@Pyrococcus_yayanosii_CH1	72	50.0
KOPGNMII_00670_gene_mRNA	last	GCA_000007305@Pyrococcus_furiosus_DSM_3638	100	42.0
KOPGNMII_00670_gene_mRNA	last	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	100	42.0
KOPGNMII_00670_gene_mRNA	last	GCA_000275605@Pyrococcus_furiosus_COM1	100	42.0
KOPGNMII_00670_gene_mRNA	before_last	GCA_902813195@Thermococcus_sp_2319x1_Essen	100	42.0
KOPGNMII_00670_gene_mRNA	before_last	GCA_001484685@Thermococcus_sp_2319x1	100	42.0
KOPGNMII_01455_gene_mRNA	last	GCA_000725425@Palaeococcus_pacificus_DY20341	72	64.0
KOPGNMII_01455_gene_mRNA	before_last	GCA_023746595@Thermococcus_argininiproducens_IOH2	84	76.0
DHDBELCC_01569_gene_mRNA	last	Thermococcus_aggregans_DSM_12819	100	93.10344827586206
DHDBELCC_01569_gene_mRNA	last	GCA_024022995@Thermococcus_aggregans_TY	100	93.10344827586206
DHDBELCC_01569_gene_mRNA	last	GCA_020386975@Thermococcus_bergensis_T7324	100	93.10344827586206
DHDBELCC_01569_gene_mRNA	before_last	GCA_000022545@Thermococcus_sibiricus_MM_739	100	93.10344827586206
IBPOIFOJ_00301_gene_mRNA	last	Thermococcus_stetteri_DSM_5262	94	91.66666666666666
IBPOIFOJ_00301_gene_mRNA	before_last	GCA_001592435@Thermococcus_peptonophilus_OG_1	81	77.77777777777779
IBPOIFOJ_00837_gene_mRNA	last	Thermococcus_stetteri_DSM_5262	73	67.5
IBPOIFOJ_00837_gene_mRNA	before_last	GCA_001592435@Thermococcus_peptonophilus_OG_1	98	92.5
KNEHCMDO_00301_gene_mRNA	last	Thermococcus_stetteri_DSM_5262	94	91.66666666666666
KNEHCMDO_00301_gene_mRNA	before_last	GCA_001592435@Thermococcus_peptonophilus_OG_1	81	77.77777777777779
KNEHCMDO_00837_gene_mRNA	last	Thermococcus_stetteri_DSM_5262	73	67.5
KNEHCMDO_00837_gene_mRNA	before_last	GCA_001592435@Thermococcus_peptonophilus_OG_1	98	92.5
LGNMEAEL_00403_gene_mRNA	last	GCA_000517445@Thermococcus_paralvinellae_ES1	85	91.48936170212765
LGNMEAEL_00403_gene_mRNA	before_last	Thermococcus_sp_CIR_10a	66	61.702127659574465
LGNMEAEL_00403_gene_mRNA	before_last	Thermococcus_barophilus_423_3_23	68	63.829787234042556
LGNMEAEL_00989_gene_mRNA	last	GCA_000018365@Thermococcus_onnurineus_NA1	59	57.57575757575758
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_IRI_33c	94	46.96969696969697
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_DS1	94	46.96969696969697
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_IRI_05c	89	46.96969696969697
LGNMEAEL_00989_gene_mRNA	last	GCA_002214465@Thermococcus_barossii_SHCK_94	97	45.45454545454545
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_AMTc11	88	46.96969696969697
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_CIR_03a	94	45.45454545454545
LGNMEAEL_00989_gene_mRNA	last	GCA_002197185@Thermococcus_sp_5_4	95	45.45454545454545
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_23_4	95	45.45454545454545
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_23_2	95	45.45454545454545
LGNMEAEL_00989_gene_mRNA	last	GCA_006274605@Thermococcus_indicus_IOH1	94	45.45454545454545
LGNMEAEL_00989_gene_mRNA	last	GCA_008152015@Thermococcus_aciditolerans_SY113	94	45.45454545454545
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_AMTc72	95	45.45454545454545
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_AMTc71	95	45.45454545454545
LGNMEAEL_00989_gene_mRNA	last	GCA_000265525@Thermococcus_cleftensis_CL1	97	45.45454545454545
LGNMEAEL_00989_gene_mRNA	last	GCA_002214485@Thermococcus_pacificus_P4	94	42.42424242424242
LGNMEAEL_00989_gene_mRNA	last	GCA_001592435@Thermococcus_peptonophilus_OG_1	83	68.18181818181817
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_unknown	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_AMTc51	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_EXT09c	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_EXT11c	86	46.96969696969697
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_AMTc85	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_AMTc30	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_26_2	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_AMTc102	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_AMTc09	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_AMTc79	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_9_3	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	GCA_000585495@Thermococcus_nautili_30_1	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_AMTc94	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_33_3	86	46.96969696969697
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_E15p33	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_E15P35	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_29_3	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_E10P8	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	last	Thermococcus_sp_E10P11	73	34.84848484848485
LGNMEAEL_00989_gene_mRNA	before_last	Thermococcus_barophilus_DT4	98	95.45454545454545
LGNMEAEL_00989_gene_mRNA	before_last	GCA_000517445@Thermococcus_paralvinellae_ES1	98	95.45454545454545
LGNMEAEL_02176_gene_mRNA	last	Thermococcus_barophilus_DT4	98	94.11764705882352
LGNMEAEL_02176_gene_mRNA	last	GCA_000517445@Thermococcus_paralvinellae_ES1	98	94.11764705882352
LGNMEAEL_02176_gene_mRNA	before_last	Thermococcus_sp_CIR_10a	100	96.07843137254902
LGNMEAEL_02176_gene_mRNA	before_last	Thermococcus_barophilus_423_3_23	100	96.07843137254902
LGNMEAEL_02216_gene_mRNA	last	Thermococcus_barophilus_DT4	82	76.47058823529412
LGNMEAEL_02216_gene_mRNA	last	GCA_000517445@Thermococcus_paralvinellae_ES1	100	94.11764705882352
LGNMEAEL_02216_gene_mRNA	before_last	Thermococcus_sp_CIR_10a	62	55.88235294117647
LGNMEAEL_02216_gene_mRNA	before_last	Thermococcus_barophilus_423_3_23	82	76.47058823529412
PPKIDKBL_00710_gene_mRNA	last	GCA_000007305@Pyrococcus_furiosus_DSM_3638	65	61.53846153846154
PPKIDKBL_00710_gene_mRNA	last	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	65	61.53846153846154
PPKIDKBL_00710_gene_mRNA	last	GCA_000275605@Pyrococcus_furiosus_COM1	65	61.53846153846154
PPKIDKBL_00710_gene_mRNA	before_last	Pyrococcus_endeavori_ES4	71	50.0
PPKIDKBL_00710_gene_mRNA	before_last	GCA_000263735@Pyrococcus_sp_ST04	71	50.0
PPKIDKBL_01485_gene_mRNA	last	Pyrococcus_sp_EXT_15c	98	95.45454545454545
PPKIDKBL_01485_gene_mRNA	last	GCA_001577775@Pyrococcus_kukulkanii_NCB100	100	96.96969696969697
PPKIDKBL_01485_gene_mRNA	before_last	Pyrococcus_EXT16	100	96.96969696969697
PPKIDKBL_01485_gene_mRNA	before_last	Pyrococcus_32_1	100	96.96969696969697
PPKIDKBL_01485_gene_mRNA	before_last	Pyrococcus_sp_32_4	100	96.96969696969697
PPKIDKBL_01485_gene_mRNA	before_last	Pyrococcus_sp_32_3	100	96.96969696969697
PPKIDKBL_01485_gene_mRNA	before_last	Pyrococcus_31_3	100	96.96969696969697
LHBEBFMA_01203_gene_mRNA	last	Thermococcus_fumicolans_ST557	94	87.5
LHBEBFMA_01203_gene_mRNA	before_last	GCA_000816105@Thermococcus_guaymasensis_DSM_11113	97	90.625
LHBEBFMA_01203_gene_mRNA	before_last	GCA_000151205@Thermococcus_sp_AM4	66	59.375
LHBEBFMA_01203_gene_mRNA	before_last	GCA_000022365@Thermococcus_gammatolerans_EJ3	66	59.375
LHBEBFMA_01371_gene_mRNA	last	GCA_024707485@Thermococcus_sp_813A4	54	48.57142857142857
LHBEBFMA_01371_gene_mRNA	last	Thermococcus_sp_IRI_05c	67	55.714285714285715
LHBEBFMA_01371_gene_mRNA	last	GCA_002214545@Thermococcus_thioreducens_OGL_20P	56	50.0
LHBEBFMA_01371_gene_mRNA	last	GCA_002214465@Thermococcus_barossii_SHCK_94	54	51.42857142857142
LHBEBFMA_01371_gene_mRNA	last	GCA_002214565@Thermococcus_radiotolerans_EJ2	70	80.0
LHBEBFMA_01371_gene_mRNA	before_last	GCA_002214505@Thermococcus_siculi_RG_20	66	62.857142857142854
LHBEBFMA_01401_gene_mRNA	last	Thermococcus_sp_AMTc79	56	55.13513513513514
LHBEBFMA_01401_gene_mRNA	last	Thermococcus_sp_9_3	56	54.59459459459459
LHBEBFMA_01401_gene_mRNA	last	GCA_000585495@Thermococcus_nautili_30_1	56	55.13513513513514
LHBEBFMA_01401_gene_mRNA	last	Thermococcus_sp_33_3	56	55.13513513513514
LHBEBFMA_01401_gene_mRNA	last	Thermococcus_sp_E15p33	56	55.13513513513514
LHBEBFMA_01401_gene_mRNA	last	Thermococcus_E15P35	56	55.13513513513514
LHBEBFMA_01401_gene_mRNA	last	Thermococcus_29_3	56	55.13513513513514
LHBEBFMA_01401_gene_mRNA	last	Thermococcus_sp_E10P8	56	55.13513513513514
LHBEBFMA_01401_gene_mRNA	last	Thermococcus_sp_E10P11	56	55.13513513513514
LHBEBFMA_01401_gene_mRNA	before_last	Thermococcus_sp_unknown	56	55.13513513513514
LHBEBFMA_01401_gene_mRNA	before_last	Thermococcus_sp_EXT09c	56	55.13513513513514
LHBEBFMA_01401_gene_mRNA	before_last	Thermococcus_EXT11c	56	55.13513513513514
HPMEPLIM_00906_gene_mRNA	last	GCA_000725425@Palaeococcus_pacificus_DY20341	94	90.38461538461539
HPMEPLIM_00906_gene_mRNA	before_last	GCA_023746595@Thermococcus_argininiproducens_IOH2	50	46.15384615384615
HPMEPLIM_00906_gene_mRNA	before_last	GCA_000022545@Thermococcus_sibiricus_MM_739	94	90.38461538461539
HPMEPLIM_01176_gene_mRNA	last	GCA_008152015@Thermococcus_aciditolerans_SY113	57	53.94736842105263
HPMEPLIM_01176_gene_mRNA	last	GCA_904067545@Thermococcus_camini_IRI35c	57	44.73684210526316
HPMEPLIM_01176_gene_mRNA	last	Thermococcus_sp_IRI25c	57	44.73684210526316
HPMEPLIM_01176_gene_mRNA	last	Thermococcus_sp_IRI14c	57	44.73684210526316
HPMEPLIM_01176_gene_mRNA	last	Thermococcus_IRI15c	57	44.73684210526316
HPMEPLIM_01176_gene_mRNA	before_last	GCA_001484685@Thermococcus_sp_2319x1	72	69.73684210526315
BFHCEGCA_00089_gene_mRNA	last	GCA_000018365@Thermococcus_onnurineus_NA1	100	92.0
BFHCEGCA_00089_gene_mRNA	before_last	Thermococcus_31_3	62	60.0
BFHCEGCA_00089_gene_mRNA	before_last	GCA_002214525@Thermococcus_sp_P6	84	54.0
BFHCEGCA_00089_gene_mRNA	before_last	GCA_002214365@Thermococcus_celer_Vu_13	62	30.0
BFHCEGCA_00089_gene_mRNA	before_last	Thermococcus_sp_IRI_33c	70	60.0
BFHCEGCA_00089_gene_mRNA	before_last	Thermococcus_sp_DS1	70	60.0
BFHCEGCA_00089_gene_mRNA	before_last	Thermococcus_coalescens_TS1	68	64.0
BFHCEGCA_00089_gene_mRNA	before_last	GCA_024707485@Thermococcus_sp_813A4	60	56.00000000000001
BFHCEGCA_00089_gene_mRNA	before_last	Thermococcus_sp_IRI_05c	68	64.0
BFHCEGCA_00089_gene_mRNA	before_last	GCA_002214545@Thermococcus_thioreducens_OGL_20P	60	56.00000000000001
BFHCEGCA_00089_gene_mRNA	before_last	GCA_002214465@Thermococcus_barossii_SHCK_94	60	56.00000000000001
BFHCEGCA_00089_gene_mRNA	before_last	Thermococcus_AMTc11	54	50.0
BFHCEGCA_00089_gene_mRNA	before_last	Thermococcus_sp_CIR_03a	62	57.99999999999999
BFHCEGCA_00089_gene_mRNA	before_last	GCA_002214565@Thermococcus_radiotolerans_EJ2	88	74.0
BFHCEGCA_00089_gene_mRNA	before_last	GCA_002197185@Thermococcus_sp_5_4	88	74.0
BFHCEGCA_00089_gene_mRNA	before_last	Thermococcus_sp_23_4	88	74.0
BFHCEGCA_00089_gene_mRNA	before_last	Thermococcus_23_2	88	74.0
BFHCEGCA_00679_gene_mRNA	last	Thermococcus_sp_IRI_33c	100	96.36363636363636
BFHCEGCA_00679_gene_mRNA	last	Thermococcus_sp_DS1	100	96.36363636363636
BFHCEGCA_00679_gene_mRNA	before_last	Thermococcus_sp_IRI25c	100	96.36363636363636
BFHCEGCA_00679_gene_mRNA	before_last	Thermococcus_sp_IRI10c	100	96.36363636363636
BFHCEGCA_00679_gene_mRNA	before_last	Thermococcus_sp_IRI14c	100	96.36363636363636
BFHCEGCA_00679_gene_mRNA	before_last	Thermococcus_IRI15c	100	96.36363636363636
GNOOMBDF_01715_gene_mRNA	last	Thermococcus_barophilus_DT4	66	64.21052631578948
GNOOMBDF_01715_gene_mRNA	last	GCA_000517445@Thermococcus_paralvinellae_ES1	77	37.89473684210527
GNOOMBDF_01715_gene_mRNA	last	Thermococcus_sp_CIR_10a	75	43.15789473684211
GNOOMBDF_01715_gene_mRNA	last	Thermococcus_barophilus_423_3_23	75	73.68421052631578
GNOOMBDF_01715_gene_mRNA	last	GCA_035621495@Thermococcus_sp_SY098	66	64.21052631578948
GNOOMBDF_01715_gene_mRNA	last	Thermococcus_barophilus_CH1	75	43.15789473684211
GNOOMBDF_01715_gene_mRNA	last	GCA_001433455@Thermococcus_barophilus_CH5	75	73.68421052631578
GNOOMBDF_01715_gene_mRNA	last	GCA_000151105@Thermococcus_barophilus_MP	66	64.21052631578948
GNOOMBDF_01715_gene_mRNA	last	GCA_023746595@Thermococcus_argininiproducens_IOH2	72	64.21052631578948
GNOOMBDF_01715_gene_mRNA	last	GCA_000022545@Thermococcus_sibiricus_MM_739	74	43.15789473684211
GNOOMBDF_01715_gene_mRNA	last	Thermococcus_aggregans_DSM_12819	64	58.94736842105262
GNOOMBDF_01715_gene_mRNA	last	GCA_024022995@Thermococcus_aggregans_TY	64	58.94736842105262
GNOOMBDF_01715_gene_mRNA	last	GCA_020386975@Thermococcus_bergensis_T7324	78	75.78947368421053
GNOOMBDF_01715_gene_mRNA	last	Thermococcus_aegaeus_DSM_12767	75	72.63157894736842
GNOOMBDF_01715_gene_mRNA	last	GCA_902813195@Thermococcus_sp_2319x1_Essen	83	78.94736842105263
GNOOMBDF_01715_gene_mRNA	last	GCA_001484685@Thermococcus_sp_2319x1	92	85.26315789473684
GNOOMBDF_01715_gene_mRNA	last	Thermococcus_alcaliphilus_DSM_10322	78	75.78947368421053
GNOOMBDF_01715_gene_mRNA	last	GCA_000246985@Thermococcus_litoralis_DSM_5473	91	89.47368421052632
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_atlanticus_DSM_15226	83	80.0
GNOOMBDF_01715_gene_mRNA	before_last	GCA_001647085@Thermococcus_piezophilus_CDGS	88	87.36842105263159
GNOOMBDF_01715_gene_mRNA	before_last	GCA_000018365@Thermococcus_onnurineus_NA1	81	80.0
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_31_3	75	73.68421052631578
GNOOMBDF_01715_gene_mRNA	before_last	GCA_002214525@Thermococcus_sp_P6	85	87.36842105263159
GNOOMBDF_01715_gene_mRNA	before_last	GCA_002214365@Thermococcus_celer_Vu_13	81	80.0
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_IRI_33c	85	84.21052631578947
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_DS1	85	84.21052631578947
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_coalescens_TS1	83	82.10526315789474
GNOOMBDF_01715_gene_mRNA	before_last	GCA_024707485@Thermococcus_sp_813A4	79	77.89473684210526
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_IRI_05c	83	82.10526315789474
GNOOMBDF_01715_gene_mRNA	before_last	GCA_002214545@Thermococcus_thioreducens_OGL_20P	86	85.26315789473684
GNOOMBDF_01715_gene_mRNA	before_last	GCA_002214465@Thermococcus_barossii_SHCK_94	86	83.15789473684211
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_AMTc11	75	73.68421052631578
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_CIR_03a	76	74.73684210526315
GNOOMBDF_01715_gene_mRNA	before_last	GCA_002214565@Thermococcus_radiotolerans_EJ2	76	74.73684210526315
GNOOMBDF_01715_gene_mRNA	before_last	GCA_002197185@Thermococcus_sp_5_4	76	74.73684210526315
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_23_4	76	74.73684210526315
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_23_2	76	74.73684210526315
GNOOMBDF_01715_gene_mRNA	before_last	GCA_006274605@Thermococcus_indicus_IOH1	77	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	GCA_008152015@Thermococcus_aciditolerans_SY113	79	77.89473684210526
GNOOMBDF_01715_gene_mRNA	before_last	GCA_000221185@Thermococcus_sp_4557	77	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_AMTc72	77	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_AMTc71	77	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	GCA_904067545@Thermococcus_camini_IRI35c	77	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_IRI27c2	77	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_IRI29c	77	75.78947368421053
GNOOMBDF_01715_gene_mRNA	before_last	Thermococcus_sp_IRI24c	77	75.78947368421053
